id,text,viewCount,likeCount,url,topic,probability,topic_repr
1970240688945017339,【乃木坂46】賀喜遥香ちゃん気に入ったらRT＆いいね!!#賀喜遥香 #乃木坂46 ,1510,14,https://x.com/xpsww144/status/1970240688945017339,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1968604929972662631,3期生はセミナー組(シード権)が多い。乃木坂加入前に宮城で「アイドルやりませんか？」とスカウトされ面接を受けるも落選した過去がある久保史緒里,599290,5545,https://x.com/fan_account_46/status/1968604929972662631,0,0.8268209244158847,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970467304774524936,本日9月23日(火)23:00から、BAYFM「乃木坂46 柴田柚菜のDreaming time」に#柴田柚菜 が出演します✨皆さま、ぜひお聴きください🎃👻 ,54809,2461,https://x.com/nogizaka46/status/1970467304774524936,2,1.0,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1968240653609099562,【ブログ更新 中西アルノ】 あなたが笑っていたらそれで  ,1079898,19516,https://x.com/nogizaka46/status/1968240653609099562,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967864599681826855,【ブログ更新 久保史緒里】 風のような、9年間でした  ,4874024,68618,https://x.com/nogizaka46/status/1967864599681826855,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970413327391305864,乃木坂46賀喜遥香 画像コレクション2 ,1094,93,https://x.com/kakibiiki/status/1970413327391305864,1,0.8863552090432455,1_乃木坂46_乃木坂スター誕生_5期生_購入はこちら
1970382978699403294,乃木坂46 39th 9/23和ちゃんはしっかり者でした^^ ,31625,241,https://x.com/ns_s_1731/status/1970382978699403294,2,0.6797973351531587,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1970458128845283833,このあと23:00〜 #ゆなtime 💡 今週は「#ゆなのTDR_now」のコーナー🎵最近歌詞が心に刺さった乃木坂46の曲のお話と🎃大好きなディズニーランド、ディズニーシーの最新情報をお届けします👻📩yuna@bayfm.co.jp  ＃柴田柚菜 #乃木坂46 #BAYFM  ,16145,906,https://x.com/yuna78MHz/status/1970458128845283833,-1,0.0,-1_与田祐希_naographic_6期生_乃木坂46
1969298896384889092,《ヘソ出し白Tで颯爽と》女優・芳根京子、乃木坂46のライブをお忍び鑑賞ファンを虜にした「ライブ中の一幕」 ,2371616,16207,https://x.com/news_postseven/status/1969298896384889092,0,0.7655528543957689,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1640997359579709440,乃木坂46・池田瑛紗(いけだてれさ)さん、2浪の末東京芸大へ合格↓東京芸大施設の職員「職権をついに濫用する時が来ました✨」↓アカハラ・セクハラだろと騒がれ炎上↓ツイ消しするも無事解雇(業務委託契約解除)される ,13246621,27815,https://x.com/tkzwgrs/status/1640997359579709440,3,0.9758610359642459,3_乃木坂46_白石麻衣_今日は何の日_いいね
1674007915324391424,／乃木坂46 「ガールズルール」「夏のFree&amp;Easy」「裸足でSummer」#テレ東音楽祭 にてメドレーで披露しました🌺＼オフショットもバッチリいただきました😎真夏の全国ツアー、今から楽しみですね🏖▼最近シングルはこちらから🎧 @teretoongakusai ,387358,7242,https://x.com/SMR_info/status/1674007915324391424,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1773684791659118721,"この世の全男をトリコにする""たぬき顔""メイクが面長でも鬼盛れしたので絶対真似して欲しい…✨️アイメイク⇒万人ウケするたぬき顔を作るには、薄めのブラウンシャドウ必須。オススメは乃木坂46 与田祐希ちゃん愛用のクリオパレット︎💕︎①上瞼に薄いブラウン→白っぽいブラウンで境目をぼかす。②目尻の三角ゾーンには、明るいブラウンを入れてタレ目に。同じカラーを目尻にも入れる。③涙袋はしっかりめにペンシル→ラメを中心に。(肌馴染みの良いカラーがオススメ。)影はアイシャドウと同じカラーで描いて統一感を出す。④まつげはビューラーで上げすぎず、ブラウンのマスカラでナチュ盛りにする。アイラインはミルクティーカラーで垂れ気味に。⑤抜け感を出すために、眉毛マスカラは髪色よりワントーン明るめのものを使う。✨️ハイライト･チーク⇒チークは""自然なオレンジ系""、ハイライトは""艶感の出過ぎない物を部分的に""乗せてナチュラルに盛る。①肌馴染みの良いオレンジ系のチークを丸く頬に乗せ、鼻先にも軽く乗せる。②ハイライトは、鼻先･目頭･頬の中心部に丸く置くような感じで乗せる。✨️リップ⇒リップは、血色感を追加する程度で自然な""ﾁｭﾙﾝとリップ""で勝負。オレンジ系等の自然な色味が🙆‍♀️ヘアスタイルは、ミディアムヘアのゆる巻ウェーブor外ハネ。女子アナのような暗めブラウンカラーがオススメ✍️︎💕︎︎💕︎",715427,6278,https://x.com/_9743_o_/status/1773684791659118721,0,0.8517497324698374,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970413081017884890,【乃木坂46】新時代を担う“6期生”が全員集合♡ 気になるアレコレを聞いてみた！【sweet 独占インタビュー】  #6期生,22611,713,https://x.com/sweet_twjp/status/1970413081017884890,-1,0.0,-1_与田祐希_naographic_6期生_乃木坂46
1680789895017820161,乃木坂メイクってすごい…乃木坂46 梅澤美波ちゃんのアイメイク術を参考にメイクをしたら、目の横幅が自然に大きく見えるようになった🥺①目尻(丸の部分)に、アイライナーを入れる②アイシャドウブラシでぼかす梅ちゃん激推しのヒロインメイクのアイライナーはプールに行っても全く落ちなかった🤍 ,2172420,26385,https://x.com/_9743_o_/status/1680789895017820161,0,0.8517497324698374,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1534203948625629185,乃木坂46の樋口日奈ちゃんが長野のお土産に、お箸置きをくれました。すごく可愛くて何度も眺めてます。いつか日奈ちゃんに手料理、腹いっぱい食べさせたい。 ,0,2545,https://x.com/seiko1204/status/1534203948625629185,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1968294960924635276,"💜乃木坂46 井上和ちゃん 愛用バッグ■ BOTTEGA VENETAアンディアーモ¥858,000#乃木坂46 #井上和 以前からこちらのバッグを使っているので、既に知っている方も多いと思いますが...！本日のInstagramの投稿に登場したので😌💡↓↓購入・詳細はこちら↓↓💡🔗  ",2221869,1999,https://x.com/sakamichi_store/status/1968294960924635276,1,1.0,1_乃木坂46_乃木坂スター誕生_5期生_購入はこちら
1714228735136956422,乃木坂46や森香澄ちゃんがこぞってやってるふんわりハーフアップが時短ヘアなのに可愛すぎた。男ウケ最強🥺 ,524095,4199,https://x.com/_9743_o_/status/1714228735136956422,0,0.8517497324698374,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970449860521533554,【ブログ更新 6期生リレー】 おさげに挑戦！ 鈴木佑捺  ,118075,5619,https://x.com/nogizaka46/status/1970449860521533554,0,0.8631947463255485,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1968870410327572522,【元乃木坂46】齋藤飛鳥ちゃん 気に入ったらRT＆いいね!! #齋藤飛鳥 #乃木坂46 ,5293,39,https://x.com/xpsww144/status/1968870410327572522,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1970473473333174609,深川麻衣 高画質画像コレクション2 ,85,5,https://x.com/nogizaka46or/status/1970473473333174609,4,1.0,4_ブログ更新_乃木坂の夏_2025_五百城茉央
1969277928010633519,多くのメンバーが乃木坂46の好きな曲•MVで表題曲を選ぶ中「急斜面」と「立ち直り中」を選曲した14歳川端晃菜という逸材 ,310979,2835,https://x.com/harako46/status/1969277928010633519,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970398184951472230,元乃木坂46の2代目リーダーが魅せる珠玉のカット“個人”としては初めてのフォトブックだそうです1/2 ,9034,219,https://x.com/trait_1205/status/1970398184951472230,-1,0.0,-1_与田祐希_naographic_6期生_乃木坂46
1969014509483200911,いくちゃんが乃木坂46に残した楽譜を大切に拾い上げてくれた久保ちゃんには、乃木坂愛がこれでもかー！と詰まった久保ちゃんらしい曲を準備してもらえたら個人的にすごく嬉しい ,127560,2418,https://x.com/nogi_kko_ikuta/status/1969014509483200911,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970148009871855953,【今日は何の日】9月23日の乃木坂46 延長戦!」#西野七瀬 ,411,10,https://x.com/nogidic3/status/1970148009871855953,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1969026240829911140,これ乃木坂46のライブの時に撮った写真なんですよー。って言っても今だと信じてもらえなさそうだな…笑このライブ行った人いたりするかな？？ ,200972,743,https://x.com/dolphinkid_046/status/1969026240829911140,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1968644325249847713,【ブログ更新 6期生リレー】 もしあなたが急に世界からいなくなったら 矢田萌華  ,657039,17287,https://x.com/nogizaka46/status/1968644325249847713,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1968612944088064449,乃木坂46は、池田瑛紗さんの、美脚がどういうシステムなのか、全く分からないぐらい綺麗🦵✨ #池田瑛紗 ,9560,134,https://x.com/matsurinootaku/status/1968612944088064449,0,0.8409766502335079,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967222923653210235,堀未央奈さんと岡本姫奈さんの関係性好きすぎるこれからもよろしくお願いします🙇堀未央奈さんが卒業する前に乃木坂46知ってたら絶対推してた推したかったなぁ😌 ,297509,2730,https://x.com/o_ftq/status/1967222923653210235,-1,0.0,-1_与田祐希_naographic_6期生_乃木坂46
1970147516034498615,【今日は何の日】9月23日の乃木坂46 STATIONウルトラFESに出演しました！披露した曲は、「何度目の青空か？」ピアノver.Mステでは1年ぶり。#生田絵梨花 ,1794,56,https://x.com/nogizaka46or/status/1970147516034498615,0,0.9112926395237663,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970090231891378302,【ブログ更新 中西アルノ】 いつもと違う私にきづいて  ,390688,14731,https://x.com/nogizaka46/status/1970090231891378302,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1691067597834600448,乃木坂46真夏の全国ツアー2023最高だった！！！学びになることもたくさんあったしやっぱりパフォーマンスとその笑顔よ😭😭現実に引き戻されたマンに感動をありがとう😭😭😭高まりすぎてブレブレやで！！！！！ ,14669,419,https://x.com/azazmyzk/status/1691067597834600448,3,0.9227504145362071,3_乃木坂46_白石麻衣_今日は何の日_いいね
1968588053888270690,サッポロ一番公式YouTubeにて、『姉といつまでも』第3話公開🍜#菅原咲月 が、なぎの幼馴染として登場🫶本編では切ない表情が多かったさつきですが、撮影裏ではしっかり場を盛り上げてくれました🙌 #井上和 #瀬戸口心月 ,409390,14393,https://x.com/nogizaka46/status/1968588053888270690,0,0.8631947463255485,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1968223086794432582,なんとなーく乃木坂46は一期生の西野七瀬や白石麻衣がいるなぁとかウマズキの白石麻衣可愛いなぁって見てたんだけど友達に勧められて今の乃木坂見たんですけど全盛期よりも可愛いだろこれwとりあえず乃木坂工事中は毎週観るようにしました。友達がこの笑い方するのでより応援しちゃう📣 ,1695,7,https://x.com/yuyumarufire/status/1968223086794432582,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1969309553654141053,🅰️質問答えます！　RT🎁1️⃣0️⃣0️⃣0️⃣たまに不思議なお客さんが多いともお聞きいたします🥹いわゆるオタク客でSNSのおかげでニュークラ嬢がアイドルのオタ活化してる節も　　　　　ありますのでそのせいです🥺キャストも乃木坂４６のように綺麗で清楚系が多いのでややオタク感がある方に好まれる傾向にあるのではとも感じます🥹,649,6,https://x.com/sukauto_one/status/1969309553654141053,0,0.9556800695972477,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967866061279383730,え、てかさ、乃木坂のメンバーも神宮公演のときはまだ久保ちゃんの卒業知らなかったってこと？夏休み入る前にメンバーに知らせたとしてもファンよりたった1週間早いだけなのやばくない？ ,879104,8526,https://x.com/tenderdays_46/status/1967866061279383730,0,0.7687668296117108,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967388438338183594,【ブログ更新 松尾美佑】 長い夏も終了  ,469532,13309,https://x.com/nogizaka46/status/1967388438338183594,4,1.0,4_ブログ更新_乃木坂の夏_2025_五百城茉央
1967185098933223487,【ブログ更新 久保史緒里】 光のような、夏でした  ,902459,22548,https://x.com/nogizaka46/status/1967185098933223487,4,1.0,4_ブログ更新_乃木坂の夏_2025_五百城茉央
1969370321859068175,乃木坂46のメンバーで1番高学歴なファンがいるのは誰だ？！趣味爆発でめちゃ楽しかった！！ファンの学歴を聞きました！乃木坂ファンと学歴ファンは拡散よろしく！！！夏の全国ツアー行けた人羨ましい！！！！ ,34689,174,https://x.com/tigakukirai/status/1969370321859068175,3,0.9227504145362071,3_乃木坂46_白石麻衣_今日は何の日_いいね
1967891210703425955,✨X限定！オフショット公開中✨#一ノ瀬美空⏰さんの新規ガチャ開催とメンバーノギメモ復刻を記念して、オフショを大公開👀ここでしか見られない写真をぜひご覧ください！チャンスは平等衣装の一ノ瀬さんをぜひ入手してくださいね👗#乃木坂46#乃木坂46_チャンスは平等#乃木フラ ,71931,2525,https://x.com/nogifra/status/1967891210703425955,1,1.0,1_乃木坂46_乃木坂スター誕生_5期生_購入はこちら
1968070225418654191,おはようございます！9/17(水) 都内 ☀️/☁️ 33°/26°第81回 ケンタのX交流活動略して『ケン活』始まるよ📌【本日の話題】　広陵野球部の暴力事案　部員らSNS中傷投稿の開示請求へ乃木坂46・久保史緒里　卒業を発表　11月に横浜アリーナで卒業コンサートガザ市住民　死を覚悟　「最もつらい夜」　イスラエル軍侵攻⬇️ルールはこちら⬇️1.だれでも参加🆗2.この投稿にいいね👍& RP♻️3.リプ欄にオリポス貼付🆗4.あなたの投稿にケンタがいいね👍& RP♻️5.積極的に参加者さんと交流🎶6.フォロバの強要はNG🙅‍♀️7.楽しく交流しましょう✨週の真ん中水曜日折り返し頑張っていきましょ！本日もよろしくお願い致します🤲,973,18,https://x.com/hukugyou_vwithu/status/1968070225418654191,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1970093611577725243,【ブログ更新 6期生リレー】 新参者　川端晃菜  ,289852,8917,https://x.com/nogizaka46/status/1970093611577725243,0,0.8631947463255485,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1969363806683086861,【ブログ更新 6期生リレー】 終わってから分かっても遅いのにな 大越ひなの  ,502799,15934,https://x.com/nogizaka46/status/1969363806683086861,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1968055968849346807,皆様おはようございます🤗9月17日も宜しくです🍎✍#おうちごはん (朝食)焼きそばトーストサラダスープ✍9月21日のAKB劇場「ただいま恋愛中」公演当選しました💕✍今日のお誕生日🎂#愛宕心響 (20)乃木坂46#山口真帆 (30)元NGT48おめでとうございます㊗️〰️✌️✍今日もほどほどに…👍 ,1060,107,https://x.com/fdU33GzTOJM52PD/status/1968055968849346807,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1968207912029000141,また久保学級で「手紙~拝啓十五の君へ~」歌いませんか…乃木坂46に加入した15のしおりちゃんに向けてありがとうの気持ちを込めて合唱したいです。 ,25523,555,https://x.com/yuina4681/status/1968207912029000141,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1968654528968016090,【ブログ更新 池田瑛紗】 風に頬を撫でて欲しい  ,385837,13472,https://x.com/nogizaka46/status/1968654528968016090,0,0.8631947463255485,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967181679275188538,【ブログ更新 6期生リレー】 2025 乃木坂の夏　瀬戸口心月  ,413854,16060,https://x.com/nogizaka46/status/1967181679275188538,4,1.0,4_ブログ更新_乃木坂の夏_2025_五百城茉央
1969931684335452233,９月23日火曜日（秋分の日）の #次回ラヴィット予告（速報版）１．ゲスト出演者➀パネラー席ゲスト・水上恒司さん・山下美月さん（元乃木坂46➡️現在は女優として活躍）・”SNOWMAN”宮舘涼太さん※今週はさっくん週だが舘様は番宣ゲストとして出演　以上、映画『火喰い鳥を、喰う』番宣ゲストの方々です・水田信二さん・”相席スタート”山添 寛さん※明日で火曜ラヴィット63週連続出演となります　　　　　　　　　　　　　　　　　　　　　　以上の４組となります。　　　　　　　　　２．番組内容➀OPコーナー（明日は２時間OPとなります）・究極の心理ゲーム”ビリビリファイト”開催‼️　SNOWMAN対決❗️宮舘軍🆚佐久間軍　一体どちらが勝利するのかー乞うご期待・”第２回オムライス王決定戦”も開催します。ほか　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　➁曜日対抗選手権・ラッピー写真レース　今週は『かっこいい写真』です。　※視聴者の皆さんのイイねで勝敗が決まるよ‼️など盛りだくさんの内容でお届けします、お楽しみに👍#ラヴィット,16833,31,https://x.com/chixichi1014/status/1969931684335452233,2,0.8625423384018477,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1968350456821985434,これといったヒット曲がないのにトップであり続ける乃木坂46👑#一ノ瀬美空 ,745361,4213,https://x.com/insincerewords/status/1968350456821985434,-1,0.0,-1_与田祐希_naographic_6期生_乃木坂46
1967060736611684635,＜今夜の #乃木のの＞本日9/14(日) 18:00から#菅原咲月(MC)、#井上和　が担当します🌙なんと！#乃木のの　で #井上和 の寝言を初公開！？👀📻ラジオを聴くにはこちらから！👉 の「の」#文化放送 ,251081,9443,https://x.com/nogi_joqr/status/1967060736611684635,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1773360501365379155,3.28 🎀2期生おめでとうの日🎀乃木坂46はもちろん、同期の2期生はずっとずっと特別な存在です。みんな絶対幸せな人生を送ろうね🪽 ,591660,14024,https://x.com/mionaaaaa15/status/1773360501365379155,2,0.8454577712872036,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1747229816921919929,乃木坂46さんの「ガールズルール」 #ニアジョイ1stツアー 福岡公演にてカバーさせていただきました!!凄く緊張しましたが、皆さんがコールもしてくださって嬉しかったです！！大好きな楽曲を歌って踊れて幸せな時間でした🥲♡ #ニアジョイ ,103385,2640,https://x.com/oshida_mitsuki/status/1747229816921919929,3,0.9227504145362071,3_乃木坂46_白石麻衣_今日は何の日_いいね
1966020380784734226,【元乃木坂46】中田花奈ちゃん気に入ったらRT＆いいね!!#中田花奈 #乃木坂46 ,64370,1168,https://x.com/xpsww144/status/1966020380784734226,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1966158147384652274,【今日は何の日】9月12日の乃木坂46 遠藤さくら が出演#遠藤さくら ,30423,649,https://x.com/sakurabiiki/status/1966158147384652274,2,0.6888538014452296,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1968564105452876248,『#ネムルバカ 』ゆる〜い会話劇が心地よくて、面白くて、なんとなくリアルな人間模様を笑いながら観てたのに、最後ズルいよ。タイトルの出し方だってズルいよ。号泣だよ。号泣しました。久保ちゃん乃木坂46卒業だから応援のために観たんだけど、めっちゃ大好きな作品になりました。 ,4621,192,https://x.com/yuuuka_filmbook/status/1968564105452876248,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967863311233585263,【ニュース更新】 久保史緒里 卒業のお知らせ ,9188028,74120,https://x.com/nogizaka46/status/1967863311233585263,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967877367344537667,乃木坂46・久保史緒里、卒業を発表　11月に横浜アリーナで卒業コンサート(オリコン) アイドルグループ・乃木坂46の久保史緒里（24）が16日、グループ公式サイトで卒業を発表した。卒業おめでとうございます🎊寂しいですけど今後の活躍に期待です🥰 ,25117,11,https://x.com/aRFXG3g6xK22597/status/1967877367344537667,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1969646736919708160,本日9月21日(日)18:00〜、文化放送　乃木坂46の「の」に、#菅原咲月 #弓木奈於 が出演します🤭写真は''親近感のオビレ''です🐟''センチメンタルツー''と迷いました😂ぜひ、お聴きください‼️🍄#乃木のの#乃木坂46 ,242984,7830,https://x.com/nogizaka46/status/1969646736919708160,3,1.0,3_乃木坂46_白石麻衣_今日は何の日_いいね
1968593334597013787,✨LRメンバー新登場✨#岩本蓮加🎸#乃木坂46_おひとりさま天国メンバーを入手してロングverの限定ムービーをGET！#乃木フラ ,27718,955,https://x.com/nogifra/status/1968593334597013787,1,1.0,1_乃木坂46_乃木坂スター誕生_5期生_購入はこちら
1967158884411548073,✨#乃木のの お知らせ✨本日は、#菅原咲月(MC)、#井上和   がお届けしました🌙お楽しみいただけましたか？次回9/21 (日) 18:00からは4期生 ＃弓木奈於 が登場！📻聴き逃し配信はこちらから！👉 の「の」#文化放送 ,134609,5429,https://x.com/nogi_joqr/status/1967158884411548073,3,0.947010337229342,3_乃木坂46_白石麻衣_今日は何の日_いいね
1969960121888649332,／ 📢情報解禁 第1弾2年ぶりに開催決定✨「新参者 二〇二五 in TOKYU KABUKICHO TOWER」＼乃木坂46 六期生、櫻坂46 四期生、日向坂46 五期生によるライブ公演「新参者 LIVE at THEATER MILANO-Za」開催が決定！さらに、全国の１０９シネマズでライブビューイング、オンラインライブ配信も行います！詳細はこちら！ #櫻坂46 #日向坂46 ＃新参者,202182,6195,https://x.com/shinzanmono25/status/1969960121888649332,2,0.8802269137001852,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1969235072860492020,⏳#乃木のの タイムフリー⏳前回は #井上和  がお話ししました🌙💭明日9/21(日) 18:00からは4期生 ＃弓木奈於  が登場します✉📻聴き逃し配信はこちら👉 の「の」#文化放送 ,80593,3913,https://x.com/nogi_joqr/status/1969235072860492020,1,1.0,1_乃木坂46_乃木坂スター誕生_5期生_購入はこちら
1967863085940822461,乃木坂46久保史緒里、卒業発表11月26・27日に横アリで卒コン✍🏻コメント「今を逃してはならないと思いました」 ,3092847,21112,https://x.com/oricon/status/1967863085940822461,0,1.0,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967475977891815839,"💜乃木坂46 川﨑桜ちゃん愛用バッグ■ CELINEミディアム AVA（アヴァ） トリオンフ バッグ¥352,000#乃木坂46 #川﨑桜 #奥田いろは 💡↓↓購入はこちら↓↓💡🔗  ",722280,1964,https://x.com/sakamichi_store/status/1967475977891815839,1,1.0,1_乃木坂46_乃木坂スター誕生_5期生_購入はこちら
1969401204141854939,【ブログ更新 小川彩】 来年の夏はまたきっとここに来るだろう  ,661957,18246,https://x.com/nogizaka46/status/1969401204141854939,4,1.0,4_ブログ更新_乃木坂の夏_2025_五百城茉央
1967023674013478937,【今日は何の日】9月14日の乃木坂46　マシュマロケア」ボディシリーズの新CMが放送開始されました。　齋藤飛鳥#齋藤飛鳥 ,2121,149,https://x.com/nogizaka46or/status/1967023674013478937,2,0.9984037131344924,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1968346477002215837,【今日は何の日】9月18日の乃木坂46 完成披露試写会自分で鳴らしたクラッカーに驚いちゃう飛鳥ちゃん#齋藤飛鳥 ,10054,328,https://x.com/nogizaka46or/status/1968346477002215837,2,0.8870791110446369,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1970113997774192661,【ブログ更新 冨里奈央】 リアルミーグリ＆サイン会🍁  ,266659,10615,https://x.com/nogizaka46/status/1970113997774192661,0,0.8631947463255485,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967921416939905376,このあと23:00〜 #ゆなtime 💡今週はネコちゃんが気になる #柴田柚菜 へ「猫のいる生活」をテーマにお届け🐈ネコちゃんのいるリスナーさんからネコちゃんとの生活メッセージを送っていただきました✨✉️yuna@bayfm.co.jp #乃木坂46 #BAYFM   ,40168,1887,https://x.com/yuna78MHz/status/1967921416939905376,0,0.7099293371223568,0_久保史緒里_ブログ更新_乃木坂46_6期生リレー
1967245082601656445,【今日は何の日】9月15日の乃木坂46 OF LOCK!　賀喜遥香#賀喜遥香 ,500,12,https://x.com/dake4ki/status/1967245082601656445,2,1.0,2_今日は何の日_遠藤さくら_9月18日の乃木坂46_賀喜遥香
1969409005266354544,【井上和💜中西アルノ】  超・乃木坂スター誕生！  『 Lemon 』米津玄師#井上和 #中西アルノ #乃木坂46 #5期生 #あるなぎ #乃木坂スター誕生 #Lemon #米津玄師 ,55386,1133,https://x.com/fantasy_d0ll/status/1969409005266354544,1,1.0,1_乃木坂46_乃木坂スター誕生_5期生_購入はこちら
